UniqueID,disbursed_amount,asset_cost,ltv,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,MobileNo_Avl_Flag,Aadhar_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default
581605,57617,66510,89.91,15897,45,1309,01/01/1994,Salaried,19/05/2018,6,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
584053,62513,75100,84.55,23643,86,3340,25/11/1998,NA,30/05/2018,9,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
584464,56259,70051,81.37,14375,86,1872,04/06/1990,Salaried,30/05/2018,4,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
585943,57513,69993,84.29,14145,86,3335,24/12/1996,Salaried,30/05/2018,9,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
586298,51803,68579,78.01,23323,86,782,09/02/1987,Salaried,10/06/2018,18,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
586349,50850,69497,74.39,16140,51,3461,01/02/1986,Salaried,10/06/2018,9,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
586715,45849,62181,75.59,24363,45,242,01/01/1985,Salaried,10/06/2018,16,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
588272,66669,80100,84.89,24457,45,1787,01/06/1965,Salaried,21/06/2018,4,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
588715,66782,85985,79.9,18166,86,1505,17/10/1996,Salaried,21/06/2018,6,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
588736,49403,60241,84.83,14214,45,1810,04/08/1995,Salaried,21/06/2018,4,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
590211,49200,63960,78.49,23158,45,300,10/06/1978,Salaried,02/07/2018,11,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
622380,54759,76921,72.8,23000,86,1536,01/01/1969,Self employed,06/09/2018,6,1,1,0,0,0,600,I-Medium Risk,1,0,0,0,0,0,0,0,0,2yrs 5mon,2yrs 5mon,0,1
590393,53803,64197,84.89,18129,45,1429,01/05/1993,Salaried,02/07/2018,6,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
590804,58500,67933,88.32,16309,45,7085,01/01/2000,NA,02/07/2018,10,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
591812,40594,68880,60.69,18532,45,1449,10/09/1986,Salaried,02/07/2018,6,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
592511,38239,64439,60.21,20570,86,481,01/01/1978,Salaried,02/07/2018,11,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
592844,62200,80091,79.28,21980,86,2958,31/01/1995,Salaried,02/07/2018,14,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
592974,54413,66538,84.16,22727,45,1446,01/01/2000,NA,02/07/2018,6,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
593052,54659,66661,84.01,18532,45,1449,05/09/1997,Salaried,13/07/2018,6,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
593231,56759,72000,79.86,23908,45,2382,12/02/1988,Salaried,13/07/2018,4,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
594313,59839,76935,79.94,23550,86,1631,15/06/1997,Salaried,13/07/2018,4,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
594595,55163,66374,84.6,17094,86,1810,02/02/1994,Salaried,13/07/2018,4,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
595748,44394,66193,67.98,20520,45,1037,07/08/1991,Salaried,13/07/2018,6,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
595807,41394,58283,73.78,21911,86,1368,01/06/1984,Salaried,13/07/2018,6,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
598140,54459,69863,80.44,15217,86,992,09/01/1994,Salaried,24/07/2018,6,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
598722,50303,63365,80.49,18180,86,52,01/01/1967,Salaried,24/07/2018,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
599161,57500,81500,72.64,23711,86,2782,01/01/1993,Salaried,24/07/2018,2,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
599191,48612,83309,60.39,18540,49,6778,01/07/1995,Salaried,24/07/2018,13,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
599393,53393,69404,80.69,15798,86,1187,01/01/1994,Salaried,24/07/2018,6,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
599618,62947,93566,69.47,22857,86,2086,10/07/1994,Salaried,24/07/2018,4,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
599768,75951,118937,65.58,23509,51,5693,16/05/2000,NA,24/07/2018,3,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
625789,55463,67942,83.75,16759,45,2414,20/05/1971,Self employed,06/09/2018,4,1,1,0,0,0,431,K-High Risk,1,1,1,4003,15000,15000,261,0,0,5yrs 2mon,5yrs 2mon,0,0
599891,62807,73000,87.48,24342,86,2376,02/11/1989,Salaried,24/07/2018,4,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
600617,58547,71412,85,17467,86,2791,15/07/1985,Salaried,24/07/2018,2,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,1
601052,53703,71800,76.6,18166,86,1513,03/03/1979,Salaried,24/07/2018,6,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
601732,66238,98528,72.06,16540,51,6465,02/07/1986,Salaried,24/07/2018,5,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
602582,63789,102843,66.12,22841,49,3843,01/06/1996,Salaried,24/07/2018,8,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
602698,50578,57303,89.87,14364,45,295,01/01/1981,Salaried,24/07/2018,11,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
603374,56513,72800,79.67,22699,51,2377,01/06/1966,Salaried,04/08/2018,4,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
603650,39439,75495,52.98,23084,120,989,01/01/1997,Salaried,04/08/2018,6,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
603705,89040,148040,63.16,16806,49,6154,19/02/1997,Salaried,04/08/2018,5,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
605297,53803,78040,69.84,18154,45,3109,17/10/1975,Salaried,04/08/2018,17,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
605629,50803,68470,75.8,22708,86,2693,26/05/1986,Salaried,04/08/2018,4,1,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
606711,52850,72206,74.99,17223,86,2796,01/07/1984,Salaried,04/08/2018,2,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
606967,45049,67552,68.1,16694,86,1514,06/09/1963,Salaried,04/08/2018,6,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
607531,64282,74249,89.16,21043,86,3594,02/06/1981,Salaried,04/08/2018,9,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
608570,67369,75886,89.87,17094,86,1860,11/01/1991,Salaried,04/08/2018,4,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
608724,37649,71784,55.03,18643,86,6926,01/01/1961,Salaried,04/08/2018,12,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
609289,38475,53781,72.89,23982,48,3746,29/03/1975,Salaried,04/08/2018,8,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
609519,48161,68638,74.89,17014,45,2092,17/07/1998,NA,15/08/2018,4,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
610249,61213,82000,75.61,16204,86,2375,29/01/1993,Salaried,15/08/2018,4,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
610500,58259,74714,78.97,18317,86,2943,10/05/1990,Salaried,15/08/2018,17,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
610555,68232,82700,84.64,14791,51,1754,01/06/1979,Salaried,15/08/2018,4,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
610610,63213,77662,82.41,21124,86,2943,01/01/1993,Salaried,15/08/2018,17,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
611059,69897,96450,74.65,24091,48,1423,01/01/1996,Salaried,15/08/2018,6,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
626588,62740,75050,85,21347,86,2578,14/07/1971,Self employed,06/09/2018,4,1,1,0,0,0,300,M-Very High Risk,6,1,2,72179,70000,70000,0,0,0,2yrs 3mon,10yrs 4mon,0,0
612895,55599,108700,53.36,21426,49,6978,10/03/1996,NA,15/08/2018,7,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
613107,58013,105737,56.74,18794,49,2359,07/10/1995,Salaried,15/08/2018,4,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,1
613863,39059,61909,64.88,17138,45,1934,13/03/1979,Salaried,15/08/2018,4,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,1
614547,58534,69721,87.92,17014,45,2047,01/06/1980,Salaried,15/08/2018,4,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
615483,50203,77253,67.18,18317,86,2943,01/01/1987,Salaried,15/08/2018,17,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
615640,38689,76912,52.01,13928,45,6155,06/05/1982,Salaried,15/08/2018,5,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
615659,39394,68037,60.26,16437,51,6277,02/03/1979,Salaried,15/08/2018,5,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
616230,42294,70241,62.21,16845,51,2041,09/02/1995,Salaried,26/08/2018,4,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
616254,47849,71450,67.88,14142,45,2991,04/05/1986,Salaried,26/08/2018,14,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
617516,42394,101150,43.5,24187,49,5706,13/12/1997,NA,26/08/2018,3,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
617567,70123,103001,69.9,24407,51,7006,04/11/1996,Salaried,26/08/2018,7,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
617984,39000,59180,69.28,22275,86,1084,14/02/1978,Salaried,26/08/2018,6,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
618273,59813,86650,69.94,15406,48,5927,10/01/1990,Salaried,26/08/2018,3,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
618281,54813,63899,88.89,17145,45,2292,01/12/1975,Salaried,26/08/2018,4,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
618561,49145,68456,73.04,14234,86,2699,31/01/1994,Salaried,26/08/2018,4,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
619334,61947,118000,53.81,22699,48,2365,16/10/1998,NA,26/08/2018,4,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
620486,52803,74000,72.97,23746,86,1794,22/12/1996,Salaried,26/08/2018,4,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
620489,55259,80158,69.86,14293,86,3312,13/02/1995,Salaried,26/08/2018,9,1,0,1,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
620505,40726,75332,56.19,23362,49,6772,01/06/1963,Salaried,26/08/2018,13,1,0,1,1,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
620869,71623,84475,86.42,15642,120,3359,26/04/1998,NA,26/08/2018,9,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
621127,62200,75564,83.37,20490,45,3759,09/01/1981,Salaried,26/08/2018,8,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
621144,50978,62846,83.86,17684,45,1490,07/01/1962,Salaried,26/08/2018,6,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
622368,54513,66994,83.59,23000,86,1520,18/01/1995,Salaried,06/09/2018,6,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
623202,62013,84000,74.76,24467,45,2378,15/06/1990,Salaried,06/09/2018,4,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
468144,55259,72676,78.43,18310,86,4920,02/07/1967,Self employed,26/11/2016,3,1,0,1,0,0,704,E-Low Risk,14,6,0,247090,787900,787900,0,2,0,2yrs 0mon,11yrs 8mon,0,0
470790,49263,68477,75.94,21445,86,772,01/01/1974,Self employed,26/11/2016,18,1,1,0,0,0,657,F-Low Risk,1,1,0,604510,656761,656761,0,0,0,0yrs 6mon,0yrs 6mon,0,0
623947,52703,69000,78.26,22703,86,1519,01/02/1973,Salaried,06/09/2018,6,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
467907,36755,66745,59.48,18732,45,6914,01/01/1992,Self employed,26/11/2016,12,1,1,0,0,0,620,H-Medium Risk,1,1,0,87153,69500,69500,0,0,0,0yrs 5mon,0yrs 5mon,0,1
468721,47849,65233,75.12,23512,86,6879,07/03/1991,Self employed,26/11/2016,13,1,0,0,1,0,300,M-Very High Risk,2,2,1,376950,456000,456000,0,0,1,1yrs 10mon,2yrs 1mon,0,1
624414,47400,58400,83.82,17742,45,2790,01/01/1993,Salaried,06/09/2018,2,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
624440,60700,76951,79.92,18473,86,2989,20/05/1986,Salaried,06/09/2018,14,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
624481,58259,71600,82.4,14305,86,2959,20/04/1994,Salaried,06/09/2018,14,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
624729,43710,65882,68.3,23000,86,1528,13/06/1973,Salaried,06/09/2018,6,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
624751,52478,68930,79.79,20292,48,1241,09/12/1996,Salaried,06/09/2018,6,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
624965,56259,76739,74.28,24003,51,3773,12/01/1998,NA,06/09/2018,8,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
470375,52456,63121,85,16556,86,981,04/02/1991,Self employed,26/11/2016,6,1,0,1,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,37709,40000,40000,0,1,0,0yrs 2mon,0yrs 2mon,0,0
625174,46349,74248,64.65,23568,86,5840,01/01/1999,NA,06/09/2018,3,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,0,0yrs 2mon,0yrs 2mon,0,0
466292,29029,40329,74.39,14123,48,3773,25/04/1981,Self employed,15/11/2016,8,1,1,0,0,0,636,G-Low Risk,27,15,2,8201420,9978586,9978586,49550,5,0,1yrs 7mon,4yrs 8mon,0,0
625415,56474,67900,85,15705,45,3828,08/11/1992,Salaried,06/09/2018,8,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
466645,50998,64306,83.97,17113,86,2578,01/01/1981,Self employed,15/11/2016,4,1,1,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,1,0,0,290000,290000,0,0,0,3yrs 4mon,3yrs 4mon,0,0
625661,48349,62261,78.7,17039,86,559,01/01/1992,Salaried,06/09/2018,15,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,1
625910,61213,79505,79.24,15460,86,5177,02/12/1995,NA,06/09/2018,3,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
465637,72217,90507,81.76,16652,86,535,01/05/1990,Self employed,04/11/2016,11,1,1,0,0,0,430,K-High Risk,1,0,1,0,0,0,1425,0,0,0yrs 0mon,0yrs 0mon,0,0
465403,28229,39684,74.84,22809,48,6169,02/06/1974,Self employed,04/11/2016,5,1,1,0,0,0,300,M-Very High Risk,16,5,1,1084471,1776486,1776486,30825,1,1,1yrs 3mon,3yrs 3mon,0,0
626316,38439,65767,59.3,15919,45,1376,01/01/1996,Salaried,06/09/2018,6,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
463503,55259,66881,83.73,14293,86,3386,01/01/1986,Self employed,24/10/2016,9,1,1,0,0,0,825,A-Very Low Risk,5,1,0,12488,30000,30000,6979,0,0,1yrs 2mon,2yrs 1mon,0,0
464924,60947,90829,69.36,23792,145,6779,01/10/1964,Self employed,24/10/2016,13,1,0,1,0,0,741,C-Very Low Risk,4,1,0,153764,5.00E+05,5.00E+05,8500,0,0,5yrs 10mon,9yrs 1mon,1,0
629114,54259,97193,57.62,18703,86,6224,07/04/1970,Self employed,17/09/2018,5,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
626542,56013,76542,75.78,20335,86,3252,23/09/1995,Salaried,06/09/2018,17,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
626696,50078,71459,72.77,23277,45,2378,22/10/1977,Salaried,06/09/2018,4,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
464674,50578,58000,89.66,23934,45,1721,01/01/1988,Self employed,24/10/2016,4,1,1,0,0,0,680,F-Low Risk,2,1,0,9127,29000,29000,3131,0,1,0yrs 10mon,1yrs 3mon,0,0
626944,57813,65983,89.87,23026,86,1552,05/08/1986,Salaried,06/09/2018,20,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
627260,39092,66194,61.94,15907,45,6319,10/03/1995,Salaried,06/09/2018,5,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
627683,43942,66291,68.62,16611,45,4099,07/03/1996,Salaried,06/09/2018,8,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
627819,52303,73740,71.87,13990,45,2973,10/06/1989,Salaried,06/09/2018,14,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,2,0
628417,67382,76500,89.54,23277,86,1661,20/02/1974,Salaried,06/09/2018,4,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
463753,52603,68124,79.71,18317,86,2940,01/01/1982,Self employed,24/10/2016,17,1,1,0,0,0,635,G-Low Risk,2,2,0,105395,141276,141276,0,1,0,0yrs 11mon,1yrs 10mon,0,0
628678,69817,80300,89.04,24099,86,1793,01/01/1977,Salaried,17/09/2018,4,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
628793,59413,77970,78.24,18473,86,3020,01/01/1992,NA,17/09/2018,14,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
628890,67882,81500,84.66,24032,86,1676,16/12/1990,Salaried,17/09/2018,4,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
630333,62213,74453,84.62,14375,86,1888,06/07/1996,Salaried,17/09/2018,4,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
630795,37139,64369,59.03,15919,45,1359,01/06/1982,Salaried,17/09/2018,6,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
628826,56495,79995,73.75,14823,45,5290,22/02/1971,Salaried,17/09/2018,3,1,0,1,0,0,541,J-High Risk,13,5,1,948686,1112799,1112799,72801,0,0,1yrs 5mon,2yrs 7mon,0,1
631989,72299,101666,74.75,17038,51,571,01/01/1997,Salaried,17/09/2018,15,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
633061,62297,75400,86.21,14823,45,5333,24/03/1982,Salaried,28/09/2018,3,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
633330,47749,70615,69.96,17113,86,2489,07/02/1985,Salaried,28/09/2018,4,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
633768,92555,159355,59.62,23414,49,5160,01/01/1988,Salaried,28/09/2018,3,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
634225,48881,65235,78.33,23213,45,1895,27/05/1993,Salaried,28/09/2018,4,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
634870,34439,52000,68.27,21327,45,368,01/01/1981,Salaried,28/09/2018,11,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
634907,25529,63948,42.22,21556,45,771,01/01/1989,Salaried,09/10/2018,18,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
635099,44394,65433,68.77,14764,86,74,12/04/1968,Salaried,09/10/2018,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
636022,54303,69625,78.99,22286,86,6613,01/01/1995,Salaried,09/10/2018,13,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
636285,80433,101336,80.92,23026,86,1552,13/03/1987,Salaried,09/10/2018,20,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
636697,57259,65175,88.99,24693,45,1186,01/01/1968,Salaried,09/10/2018,6,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
464376,48878,72611,69.69,22993,51,6867,06/11/1974,Self employed,24/10/2016,13,1,0,1,0,0,630,H-Medium Risk,3,2,0,1147806,1229000,1229000,8579,0,0,4yrs 0mon,8yrs 1mon,0,0
