UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default
647346,46049,68555,69.58,61,20582,86,1420,01/06/1973,Salaried,31/10/2018,6,3606,1,0,1,0,0,0,830,A-Very Low Risk,1,0,0,0,0,0,99457,0,0,1yrs 4mon,1yrs 4mon,0,0
613674,45889,65925,72.81,8,14854,45,5518,18/08/1975,Self employed,24/10/2018,3,1618,1,1,0,0,0,0,830,A-Very Low Risk,1,0,0,0,0,0,0,0,0,2yrs 1mon,2yrs 1mon,0,0
459731,45874,57334,83.36,147,17501,45,2784,01/01/1971,Salaried,23/08/2018,2,2423,1,1,0,0,0,0,597,I-Medium Risk,1,0,0,0,0,0,2025,0,1,2yrs 4mon,2yrs 4mon,0,1
441177,45849,60550,77.62,14,24323,45,796,15/06/1986,NA,16/08/2018,15,3112,1,1,0,0,0,0,808,A-Very Low Risk,1,1,0,66620,596446,596446,0,0,0,3yrs 5mon,3yrs 5mon,0,0
648327,45849,62474,74.43,207,22463,45,907,01/06/1988,Self employed,31/10/2018,6,2194,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,2,1,0,740600,640000,640000,37300,1,0,2yrs 6mon,4yrs 11mon,0,0
434585,45849,64651,73.47,160,22856,51,46,29/03/1978,Salaried,12/08/2018,1,1916,1,1,0,0,0,0,505,K-High Risk,9,7,1,277430,937884,750925,4275,4,3,1yrs 11mon,4yrs 7mon,0,0
454426,45849,65351,72.68,104,20704,45,7127,01/01/1981,Self employed,22/08/2018,10,531,1,1,0,0,0,0,300,M-Very High Risk,7,5,2,1581559,2072932,2072932,43782,1,0,2yrs 9mon,7yrs 0mon,0,0
527164,45767,62578,78.94,74,16633,45,2593,01/01/1979,Salaried,21/09/2018,4,228,1,1,0,0,0,0,431,K-High Risk,6,2,1,134297,53900,53900,0,1,0,2yrs 9mon,12yrs 11mon,0,0
458850,45749,65012,72.29,18,14234,86,2692,24/12/1985,Salaried,23/08/2018,4,1587,1,1,0,0,0,0,602,H-Medium Risk,7,5,0,555101,636277,614708,2075,1,0,1yrs 1mon,2yrs 2mon,0,0
428558,45649,64012,76.55,5,14145,86,3323,18/08/1991,Salaried,08/08/2018,9,941,1,0,0,0,1,0,15,Not Scored: Sufficient History Not Available,1,1,0,8961,8961,8961,1561,1,0,0yrs 0mon,0yrs 0mon,1,0
463566,45649,67990,69.57,77,18238,120,2340,27/08/1987,Salaried,25/08/2018,4,2197,1,1,0,0,0,0,819,A-Very Low Risk,8,3,0,41578,75000,75000,9312,1,0,0yrs 7mon,1yrs 2mon,0,1
602594,45649,68456,67.93,18,14234,86,2692,05/10/1970,Self employed,22/10/2018,4,1403,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,1620,0,0,2yrs 1mon,2yrs 1mon,0,0
433729,45649,70700,66.48,5,23643,86,3340,10/03/1969,Self employed,11/08/2018,9,2751,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,47000,47000,47000,4399,1,0,0yrs 2mon,0yrs 2mon,0,1
476319,45645,63499,74.02,69,21202,86,4091,18/11/1990,Self employed,30/08/2018,8,2794,1,1,0,0,0,0,630,H-Medium Risk,21,8,0,64856,102089,102089,130974,7,0,0yrs 6mon,1yrs 8mon,0,0
433220,45579,68426,71.61,5,14347,86,3392,18/10/1995,Salaried,11/08/2018,9,805,1,0,0,0,1,0,646,G-Low Risk,2,2,1,10205,84386,24386,0,1,1,0yrs 3mon,0yrs 5mon,0,0
525986,45549,67294,70.14,117,23396,86,2109,03/03/1991,Salaried,21/09/2018,4,2176,1,1,0,0,0,0,624,H-Medium Risk,3,1,0,8350,16700,16700,2971,1,0,1yrs 1mon,2yrs 0mon,0,0
632809,45549,68233,69.17,19,15357,45,1815,06/09/1983,Salaried,27/10/2018,4,1148,1,1,0,0,0,0,739,C-Very Low Risk,13,8,0,507487,933207,737760,4932,2,0,0yrs 11mon,2yrs 0mon,1,0
424974,45545,58350,79.69,72,16680,45,481,01/12/1971,Salaried,07/08/2018,11,441,1,1,0,0,0,0,805,B-Very Low Risk,10,6,0,3541031,3794342,3794342,70888,1,0,2yrs 1mon,5yrs 1mon,0,0
635629,45449,67803,69.32,8,18052,86,5317,17/02/1971,Salaried,29/10/2018,3,1160,1,1,0,0,0,0,706,D-Very Low Risk,1,1,0,300658,4.00E+05,4.00E+05,9464,0,0,1yrs 8mon,1yrs 8mon,0,0
542076,45389,62943,76.26,74,17436,48,2593,19/10/1988,Self employed,27/09/2018,4,129,1,1,0,0,0,0,428,K-High Risk,3,1,2,0,0,0,0,0,1,0yrs 8mon,2yrs 0mon,0,1
472269,45349,54136,86.82,76,17022,45,4412,16/07/1988,Self employed,29/08/2018,8,1003,1,1,0,0,0,0,825,A-Very Low Risk,8,1,0,37281,40000,40000,10084,1,0,1yrs 2mon,2yrs 0mon,3,0
442192,45349,58979,79.69,3,22945,86,87,14/10/1993,Salaried,16/08/2018,1,1069,1,1,1,1,0,0,703,E-Low Risk,2,1,1,0,0,0,0,1,0,0yrs 11mon,1yrs 11mon,0,0
499651,45349,60545,77.63,3,15809,51,30,08/04/1995,Self employed,11/09/2018,1,3215,1,1,0,0,0,0,763,B-Very Low Risk,2,1,0,0,23800,23800,1701,0,0,0yrs 8mon,0yrs 11mon,0,1
586160,45349,62680,74.98,258,24549,45,164,06/12/1984,Self employed,18/10/2018,16,2237,1,1,0,0,0,0,669,F-Low Risk,4,1,0,364703,464563,464563,0,0,0,1yrs 11mon,2yrs 11mon,0,0
648907,45349,62064,74.12,136,15129,48,3778,25/06/1983,Self employed,31/10/2018,8,654,1,1,0,0,0,0,641,G-Low Risk,13,3,0,110517,110000,110000,149101,3,0,0yrs 8mon,2yrs 1mon,0,0
624511,45349,62486,73.62,160,23174,86,81,15/07/1977,Self employed,26/10/2018,1,1734,1,1,1,0,0,0,671,F-Low Risk,6,3,0,15458,317800,317800,0,2,0,1yrs 4mon,5yrs 6mon,0,0
452476,45349,67626,69.5,20,14444,120,6323,02/04/1968,Self employed,21/08/2018,5,564,1,1,0,0,0,0,654,F-Low Risk,12,5,0,582766,592787,592787,175535,1,0,0yrs 6mon,1yrs 9mon,0,0
615581,45349,69786,65.92,70,16692,51,2401,03/06/1961,Self employed,24/10/2018,4,2490,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,0,0,12yrs 5mon,12yrs 5mon,0,1
572225,45349,81634,56.35,17,15047,86,3247,18/06/1967,Self employed,12/10/2018,17,2220,1,1,0,0,0,0,667,F-Low Risk,5,3,0,3352416,3840000,3840000,32980,0,0,0yrs 6mon,2yrs 1mon,0,0
558365,45349,104819,44.84,120,21514,51,6910,01/01/1983,Self employed,05/10/2018,12,2337,1,1,0,0,0,0,547,J-High Risk,1,1,1,121344,150000,150000,0,1,1,0yrs 6mon,0yrs 6mon,0,0
434484,45291,90794,52.76,65,16166,48,6810,24/11/1977,Salaried,11/08/2018,13,114,1,0,0,1,0,0,559,J-High Risk,1,1,1,28435,46845,46845,0,0,0,4yrs 8mon,4yrs 8mon,0,0
601518,45149,66000,70.45,135,20672,51,1794,29/10/1971,Salaried,22/10/2018,4,1326,1,1,0,0,0,0,742,C-Very Low Risk,10,6,0,1026278,1483635,1442425,0,1,0,2yrs 9mon,11yrs 1mon,0,0
606602,45145,58636,80.16,251,22971,45,6896,16/12/1985,Salaried,23/10/2018,13,255,1,0,1,1,0,0,697,E-Low Risk,2,1,0,224315,277590,277590,0,0,0,0yrs 10mon,1yrs 3mon,0,0
423505,45109,56029,83.89,138,14292,48,3370,15/07/1983,Salaried,06/08/2018,9,2656,1,1,0,0,0,0,694,E-Low Risk,3,2,0,10249,27289,27289,0,1,0,0yrs 3mon,0yrs 7mon,0,0
552912,45105,60136,78.49,160,22856,51,29,27/01/1993,Self employed,30/09/2018,1,1888,1,1,0,0,0,0,300,M-Very High Risk,3,1,1,11688,47188,47188,6804,0,0,1yrs 2mon,1yrs 10mon,0,1
462323,45049,65649,71.59,64,16199,86,3553,01/01/1974,Self employed,24/08/2018,9,1479,1,1,0,0,0,0,725,D-Very Low Risk,3,0,0,0,0,0,0,0,0,1yrs 2mon,2yrs 10mon,0,0
478604,45045,64484,71.8,18,22708,86,2699,10/05/1979,Salaried,30/08/2018,4,418,1,1,0,0,0,0,626,H-Medium Risk,9,3,0,99759,202500,202500,20850,0,0,0yrs 11mon,1yrs 8mon,0,0
521942,44909,68283,70.3,3,17431,86,551,15/10/1976,Self employed,20/09/2018,15,639,1,1,0,0,0,0,693,E-Low Risk,14,7,2,365274,935517,852909,0,1,0,1yrs 3mon,3yrs 3mon,0,0
481552,44849,63600,72.33,162,23833,86,1863,04/08/1976,Self employed,31/08/2018,4,1119,1,1,0,0,0,0,762,B-Very Low Risk,8,4,0,1570941,3237111,3237111,0,3,0,0yrs 9mon,2yrs 1mon,0,0
503572,44849,68156,66.76,16,18317,86,3044,01/01/1969,Self employed,14/09/2018,17,212,1,1,0,0,0,0,635,G-Low Risk,1,1,0,27718,0,0,0,0,0,6yrs 4mon,6yrs 5mon,0,0
555040,44849,74978,61.35,159,24176,86,7341,01/01/1985,Self employed,03/10/2018,7,3115,1,1,0,0,0,0,657,F-Low Risk,1,1,0,149000,149000,149000,0,1,1,0yrs 5mon,0yrs 5mon,0,0
417614,44763,66228,70.66,64,16219,45,3503,01/01/1979,Self employed,01/08/2018,9,2757,1,1,0,0,0,0,300,M-Very High Risk,4,2,0,47573,74200,74200,9670,0,0,3yrs 0mon,4yrs 8mon,0,0
613486,44749,66898,68.76,67,16624,86,1509,11/05/1977,Self employed,24/10/2018,6,3086,1,1,0,0,0,0,749,C-Very Low Risk,6,2,0,34566,67990,67990,2524,0,0,0yrs 11mon,1yrs 3mon,0,0
517412,44749,68425,67.23,160,21773,86,82,22/03/1993,Self employed,19/09/2018,1,692,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,13050,17400,17400,2175,1,0,0yrs 0mon,0yrs 0mon,0,0
593083,44649,58362,78.82,136,18651,48,3778,26/11/1992,Salaried,21/10/2018,8,140,1,1,0,0,0,0,714,D-Very Low Risk,3,1,0,0,21000,3624,0,0,0,1yrs 3mon,1yrs 11mon,0,0
598133,44599,62310,73.82,74,16846,45,2578,01/01/1994,Salaried,22/10/2018,4,414,1,1,0,0,0,0,608,H-Medium Risk,3,1,1,9067,42670,42670,3073,0,1,1yrs 5mon,2yrs 3mon,0,1
479402,44482,54520,84.99,34,16310,86,1063,01/07/1975,Self employed,30/08/2018,6,2662,1,1,0,0,0,0,825,A-Very Low Risk,2,1,0,40842,40000,40000,2160,1,0,0yrs 7mon,1yrs 1mon,2,0
467544,44394,60716,74.12,136,14070,86,3806,15/09/1992,Salaried,28/08/2018,8,801,1,1,0,0,0,0,693,E-Low Risk,9,5,1,603752,799568,799027,6949,2,1,0yrs 11mon,1yrs 8mon,1,0
585920,44394,62104,72.46,136,14028,48,3778,01/06/1965,Salaried,17/10/2018,8,2177,1,1,0,0,0,0,300,M-Very High Risk,7,5,2,2783324,2863151,2801202,26635,3,1,2yrs 5mon,10yrs 10mon,0,0
578979,44394,69258,64.97,48,21215,86,6441,01/01/1971,Salaried,15/10/2018,5,1548,1,1,0,0,0,0,692,E-Low Risk,4,1,0,112506,2.00E+05,2.00E+05,4742,0,0,1yrs 9mon,2yrs 7mon,0,0
558611,44349,58421,78.74,79,23373,45,730,01/01/1986,Self employed,05/10/2018,18,2307,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,30000,30000,30000,1440,1,0,0yrs 0mon,0yrs 0mon,1,0
499485,44349,61480,74.82,68,16609,45,853,29/07/1995,Self employed,11/09/2018,6,3085,1,1,0,0,0,0,594,I-Medium Risk,5,2,0,15458,58697,58697,8972,1,0,0yrs 10mon,1yrs 10mon,1,1
530883,44349,67009,68.65,159,23137,86,7212,01/03/1986,Self employed,23/09/2018,7,1218,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,1,1,1,98700,176000,176000,0,0,0,1yrs 8mon,1yrs 8mon,0,1
547111,44349,68660,67,11,23126,48,5955,01/01/1984,Self employed,29/09/2018,3,1172,1,0,0,1,0,0,605,H-Medium Risk,1,1,0,0,463000,463000,0,0,0,3yrs 11mon,3yrs 11mon,0,1
569990,44349,72070,63.13,70,16932,86,2408,08/10/1980,Self employed,11/10/2018,4,528,1,1,0,0,0,0,753,C-Very Low Risk,10,7,0,1735414,1967486,1967486,19329,3,0,1yrs 0mon,3yrs 6mon,1,0
505268,44345,63688,72.54,36,24043,49,6572,01/01/1987,Salaried,14/09/2018,13,2091,1,0,0,1,0,0,738,C-Very Low Risk,1,1,0,30885,50000,50000,4220,1,0,0yrs 5mon,0yrs 5mon,0,1
505866,44322,74301,60.56,79,22877,86,738,12/07/1961,Salaried,14/09/2018,18,388,1,0,0,0,1,0,300,M-Very High Risk,28,5,1,1740721,2149850,2149850,29364,1,0,1yrs 8mon,3yrs 11mon,0,0
653137,44249,65817,69.13,18,22927,45,2702,18/03/1989,Self employed,31/10/2018,4,2389,1,1,0,0,0,0,541,J-High Risk,5,3,1,40080,48012,48012,7359,2,1,0yrs 4mon,0yrs 7mon,1,0
499679,44249,66124,68.81,67,18166,86,1509,19/04/1979,Salaried,11/09/2018,6,628,1,0,0,1,0,0,593,I-Medium Risk,1,1,0,31465,31000,31000,0,0,0,1yrs 2mon,1yrs 2mon,0,0
559336,44145,64070,71.8,85,18393,45,2000,21/06/1996,Self employed,06/10/2018,4,2831,1,1,0,0,0,0,566,J-High Risk,2,2,0,70000,70000,70000,0,1,0,2yrs 1mon,4yrs 2mon,0,1
605622,44145,70726,64.33,251,20514,45,6855,02/09/1963,Salaried,23/10/2018,13,620,1,0,0,1,0,0,412,K-High Risk,7,3,2,526716,1125000,1125000,53207,0,0,2yrs 9mon,4yrs 8mon,0,0
453896,44099,63384,73.65,85,20858,86,1934,01/01/1976,Self employed,21/08/2018,4,2180,1,1,0,0,0,0,18,Not Scored: No Updates available in last 36 months,3,0,0,0,0,0,3444,0,0,1yrs 1mon,1yrs 6mon,0,1
484081,44095,63950,71.85,254,23311,86,6772,30/05/1965,Salaried,31/08/2018,13,130,1,1,0,0,0,0,654,F-Low Risk,4,3,0,419367,499000,499000,19586,1,0,2yrs 2mon,3yrs 9mon,0,0
478555,43949,66136,68.95,63,16309,45,7093,02/08/1997,Salaried,30/08/2018,10,995,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,1379,0,0,0yrs 7mon,0yrs 7mon,0,0
501937,43939,62601,75.08,160,23284,45,571,20/12/1971,Self employed,12/09/2018,15,2056,1,1,0,0,0,0,644,G-Low Risk,12,4,0,249545,1327486,1327486,955,1,1,1yrs 9mon,3yrs 5mon,0,0
430760,43923,60900,75.53,3,15513,86,26,08/11/1982,Self employed,10/08/2018,1,721,1,1,0,0,0,0,803,B-Very Low Risk,31,11,0,997388,2607223,2118493,47851,1,0,1yrs 11mon,8yrs 8mon,0,0
500642,43894,62896,71.55,3,17011,51,113,01/01/1974,Self employed,11/09/2018,16,3264,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),3,1,0,75182,75554,75554,0,0,0,0yrs 4mon,0yrs 5mon,0,0
540717,43894,63326,71.06,79,23373,45,730,11/01/1984,Self employed,27/09/2018,18,2943,1,1,0,0,0,0,626,H-Medium Risk,1,0,1,0,0,0,0,0,0,4yrs 4mon,4yrs 4mon,0,0
571635,43894,67182,66.98,165,21854,86,6479,01/01/1987,Salaried,12/10/2018,5,2854,1,1,0,0,0,0,719,D-Very Low Risk,10,4,0,410312,671174,671174,3380,1,0,0yrs 11mon,1yrs 10mon,0,1
425322,43894,67757,66.41,67,17831,86,1514,05/07/1989,Salaried,07/08/2018,6,2800,1,1,0,0,0,0,645,G-Low Risk,3,2,0,7345,28317,10662,2150,1,0,0yrs 6mon,0yrs 8mon,0,0
616113,43894,78514,57.31,165,21854,86,6477,01/01/1980,Salaried,24/10/2018,5,2099,1,1,0,0,0,0,710,D-Very Low Risk,2,2,0,21990,41690,41690,0,1,0,0yrs 5mon,0yrs 10mon,0,0
555297,43849,80891,56.25,1,22740,86,5110,01/01/1987,Self employed,03/10/2018,3,314,1,1,0,0,0,0,523,J-High Risk,1,1,1,42033,50000,50000,0,0,0,0yrs 8mon,0yrs 8mon,0,1
577750,43833,79629,57.77,10,23219,86,5666,01/10/1977,Self employed,14/10/2018,3,48,1,1,0,0,0,0,401,K-High Risk,1,1,1,5561,15000,15000,1396,0,1,2yrs 2mon,2yrs 2mon,0,1
454706,43794,65217,69,67,22775,120,1466,08/04/1963,Salaried,22/08/2018,6,1593,1,1,0,0,0,0,694,E-Low Risk,3,2,0,121398,478000,478000,15092,1,0,2yrs 5mon,6yrs 3mon,0,0
593210,43770,61770,73.86,29,15406,48,5868,05/06/1973,Self employed,21/10/2018,3,1378,1,1,0,0,0,0,621,H-Medium Risk,2,2,0,40924,39400,39400,0,2,0,0yrs 5mon,0yrs 5mon,1,1
550767,43594,67500,66.67,5,20470,86,3339,16/06/1992,Self employed,29/09/2018,9,2575,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,12190,20000,20000,2966,0,0,1yrs 5mon,2yrs 1mon,0,0
627789,43494,70566,63.06,18,13971,86,2702,29/12/1996,Salaried,26/10/2018,4,1502,1,1,0,0,0,0,650,G-Low Risk,2,1,1,722,4150,4150,1890,0,1,0yrs 6mon,0yrs 7mon,0,0
463500,43394,57817,77.83,73,23166,45,540,10/01/1972,Self employed,25/08/2018,11,150,1,1,0,0,0,0,728,D-Very Low Risk,7,2,0,17401,67814,67814,8970,0,0,0yrs 10mon,1yrs 9mon,0,0
445399,43394,58412,77.04,160,14151,45,46,29/11/1968,Salaried,17/08/2018,1,1208,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),3,1,0,0,20561,20561,0,0,0,3yrs 1mon,5yrs 9mon,0,0
484499,43394,60978,73.8,34,15117,45,1047,09/09/1992,Self employed,31/08/2018,6,2577,1,1,0,0,0,0,763,B-Very Low Risk,6,3,0,0,34599,34599,0,0,0,1yrs 1mon,1yrs 6mon,0,0
583782,43394,64500,68.22,34,16639,51,990,13/10/1961,Salaried,16/10/2018,6,892,1,1,1,0,0,0,783,B-Very Low Risk,1,1,0,613974,850000,850000,12217,0,0,3yrs 9mon,3yrs 9mon,0,0
476966,43394,96430,46.67,48,23858,49,6430,01/01/1991,Self employed,30/08/2018,5,1548,1,1,0,0,0,0,763,B-Very Low Risk,1,1,0,10744,43000,43000,0,0,0,0yrs 6mon,0yrs 6mon,0,0
470760,43342,91670,47.99,136,20495,48,3693,10/05/1979,Salaried,28/08/2018,8,1295,1,1,0,0,0,0,737,C-Very Low Risk,1,1,0,37715,113000,113000,5810,0,0,1yrs 4mon,1yrs 4mon,1,0
492422,43200,57500,77.05,135,23980,51,2375,18/05/1983,Self employed,06/09/2018,4,2625,1,1,0,0,0,0,738,C-Very Low Risk,5,2,0,47473,65000,65000,6131,2,0,1yrs 2mon,2yrs 0mon,1,0
575884,42994,68340,65.85,68,18059,86,855,17/11/1996,Self employed,13/10/2018,6,2755,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,2,2,0,2753090,2800000,2800000,30981,0,0,1yrs 1mon,1yrs 2mon,0,1
556169,42894,60640,73.38,11,23960,48,5962,02/03/1982,Self employed,03/10/2018,3,2765,1,0,0,1,0,0,627,H-Medium Risk,1,0,0,0,0,0,0,0,0,4yrs 2mon,4yrs 2mon,0,0
420754,42786,75642,58.36,13,18486,86,4632,08/06/1988,Salaried,03/08/2018,8,499,1,1,0,0,0,0,749,C-Very Low Risk,2,1,0,120292,131497,131497,2759,0,0,1yrs 5mon,2yrs 1mon,0,0
518001,42694,61500,71.22,153,18625,45,363,01/01/1968,Salaried,19/09/2018,11,2017,1,1,0,0,0,0,563,J-High Risk,2,2,0,745380,935000,935000,10712,0,1,5yrs 9mon,8yrs 10mon,0,1
597042,42522,65250,66.97,67,16565,45,1515,31/12/1969,Self employed,22/10/2018,6,1071,1,1,0,0,0,0,667,F-Low Risk,2,2,0,253000,276000,276000,0,0,0,0yrs 8mon,0yrs 9mon,0,0
438050,42494,59776,75.28,104,20704,45,7133,01/01/1960,Self employed,14/08/2018,10,410,1,1,0,0,0,0,300,M-Very High Risk,1,1,1,3627,28900,28900,0,0,0,3yrs 8mon,3yrs 8mon,0,0
458756,42489,51905,88.62,3,14271,45,82,12/10/1995,Salaried,23/08/2018,1,181,1,1,0,0,0,0,763,B-Very Low Risk,2,1,0,1112,6398,6398,2280,3,2,1yrs 5mon,5yrs 9mon,2,0
456299,42394,65463,67.21,79,23372,86,735,31/01/1989,Salaried,22/08/2018,18,3222,1,1,0,0,0,0,763,B-Very Low Risk,2,2,0,3710,22300,22300,0,0,0,0yrs 7mon,0yrs 7mon,0,1
425222,42394,66715,65.95,67,16605,120,1446,21/01/1985,Self employed,07/08/2018,6,1315,1,1,0,0,0,0,716,D-Very Low Risk,10,7,0,1939499,2406221,2406221,14734,0,0,1yrs 8mon,5yrs 3mon,0,0
528704,42394,69519,61.85,61,16016,86,1376,08/04/1958,Self employed,22/09/2018,6,1426,1,1,0,0,0,0,342,L-Very High Risk,1,1,1,206803,2.00E+05,2.00E+05,0,0,1,2yrs 10mon,2yrs 10mon,0,0
447599,42219,66088,69.6,138,14178,86,3339,01/08/1990,Self employed,18/08/2018,9,2575,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,144,178000,5617,0,1,1,0yrs 3mon,0yrs 3mon,1,0
503554,42210,66001,66.67,61,17189,51,1332,01/06/1986,Salaried,14/09/2018,6,1251,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,0,0,2yrs 7mon,2yrs 7mon,0,0
540539,42194,53976,79.29,136,18651,48,3769,25/09/1975,Self employed,27/09/2018,8,140,1,1,0,0,0,0,593,I-Medium Risk,11,2,0,38708,135000,136633,0,0,0,1yrs 1mon,2yrs 7mon,0,0
580867,42094,74250,58.32,147,17285,86,2782,10/05/1976,Salaried,15/10/2018,2,3273,1,1,0,0,0,0,619,H-Medium Risk,8,6,1,1175774,1253162,1253162,26905,3,1,1yrs 8mon,4yrs 0mon,0,0
499198,41944,65328,65.75,15,14710,86,298,16/11/1990,Salaried,11/09/2018,11,2153,1,1,0,0,0,0,635,G-Low Risk,1,1,0,523581,453318,453318,0,1,0,0yrs 3mon,0yrs 3mon,0,0
439022,41854,66860,65,85,18663,86,1977,01/01/1990,Salaried,14/08/2018,4,973,1,1,0,0,0,0,738,C-Very Low Risk,2,2,0,13380,26400,26400,0,1,0,0yrs 5mon,0yrs 9mon,0,0
503627,41822,67460,66.71,3,17038,51,571,11/07/1988,Self employed,14/09/2018,15,149,1,1,0,0,0,0,738,C-Very Low Risk,3,3,0,10528,35966,35966,0,2,0,0yrs 5mon,0yrs 7mon,0,0
562847,41794,63848,67.35,34,21156,86,996,01/06/1966,Self employed,08/10/2018,6,9,1,1,0,0,0,0,771,B-Very Low Risk,3,2,0,6019378,6105005,6105005,0,1,0,0yrs 8mon,0yrs 11mon,0,1
437120,41594,65500,64.89,248,14791,51,1802,03/09/1973,Self employed,14/08/2018,4,63,1,1,0,0,0,0,645,G-Low Risk,9,5,0,3287880,3920000,3900479,10260,1,1,2yrs 4mon,5yrs 1mon,0,0
481876,41514,65003,67.69,18,14115,86,2709,05/05/1974,Self employed,31/08/2018,4,1100,1,1,0,0,0,0,654,F-Low Risk,2,2,0,5718,57060,57060,0,0,1,0yrs 9mon,1yrs 1mon,0,0
522287,41394,58811,73.12,3,18165,51,576,20/10/1992,Salaried,20/09/2018,15,1546,1,1,0,0,0,0,783,B-Very Low Risk,4,3,0,1355126,1551161,1551161,27812,1,0,1yrs 0mon,2yrs 5mon,1,0
544809,41394,59386,72.41,74,16633,45,2578,01/01/1971,Self employed,28/09/2018,4,1720,1,1,0,0,0,0,300,M-Very High Risk,1,1,1,92260,110000,110000,0,0,0,4yrs 0mon,4yrs 0mon,0,0
624473,41394,66320,64.84,34,22637,86,1043,02/10/1967,Self employed,26/10/2018,6,245,1,1,0,0,0,0,719,D-Very Low Risk,7,4,0,78040,94470,194470,8964,1,0,1yrs 0mon,2yrs 6mon,1,0
652014,41394,65063,64.55,160,23284,45,571,02/09/1997,Salaried,31/10/2018,15,3301,1,1,1,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,42000,42000,42000,0,1,0,0yrs 0mon,0yrs 0mon,0,0
531970,41394,69026,62.3,103,20535,45,7011,07/12/1997,NA,24/09/2018,7,1281,1,0,1,0,1,0,300,M-Very High Risk,1,1,1,82874,188000,188000,0,0,0,1yrs 11mon,1yrs 11mon,0,1
620949,41394,69148,60.74,165,21064,86,6493,23/08/1971,Salaried,25/10/2018,5,2758,1,1,0,0,0,0,777,B-Very Low Risk,3,3,0,65016,95990,95990,1011,1,0,4yrs 2mon,7yrs 4mon,0,0
494653,41394,74846,56.12,136,20438,51,3756,31/05/1975,Self employed,07/09/2018,8,2739,1,1,0,0,0,0,596,I-Medium Risk,9,2,0,88494,81000,81000,81000,0,0,1yrs 4mon,4yrs 2mon,0,0
545272,41394,76800,54.69,152,20620,86,5026,14/04/1976,Salaried,28/09/2018,3,766,1,1,0,0,0,0,763,B-Very Low Risk,1,1,0,1049,10490,10490,0,0,0,0yrs 7mon,0yrs 7mon,0,0
545869,41381,71570,59.94,18,23483,51,2721,23/07/1985,Self employed,28/09/2018,4,451,1,1,0,0,0,0,738,C-Very Low Risk,7,4,0,53462,76536,76536,8538,1,0,0yrs 11mon,1yrs 8mon,1,1
594412,41074,55250,79.64,160,24573,45,577,10/11/1996,Self employed,21/10/2018,15,2056,1,1,1,0,0,0,738,C-Very Low Risk,1,1,0,23625,31500,31500,0,1,0,0yrs 10mon,1yrs 4mon,0,0
435518,41074,58825,74.8,3,16167,45,91,20/01/1981,Self employed,13/08/2018,1,630,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,10071,10071,10071,1755,1,0,0yrs 0mon,0yrs 0mon,1,0
462860,40994,64025,65.6,5,14145,86,3423,01/01/1976,Self employed,24/08/2018,9,2870,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,4yrs 1mon,4yrs 1mon,1,0
522438,40994,67598,62.13,18,22708,86,2705,01/01/1963,Self employed,20/09/2018,4,418,1,1,0,0,0,0,18,Not Scored: No Updates available in last 36 months,1,0,0,0,0,0,0,0,0,3yrs 3mon,3yrs 3mon,0,0
425528,40644,65206,64.41,5,17980,86,3363,02/06/1992,Salaried,07/08/2018,9,853,1,1,0,1,0,0,531,J-High Risk,2,2,0,94409,115606,115606,2688,0,0,3yrs 8mon,4yrs 9mon,0,0
